scale,seed,reference_rho,policy,utility_ratio,mean_wait,backpressure,packets,backpressure_per_1k,final_regret
1.1,6,0.28601249999999995,ucp_gg1,0.946297758891933,11.023059757566012,364,6206,58.65291653238801,11.417435029275026
1.1,6,0.28601249999999995,ucp_gg1_feedback,0.9483051435352979,11.364728830515723,396,6240,63.46153846153846,10.990652398392598
1.1,7,0.2875,ucp,0.6738518793391385,16.065005066225186,1870,8638,216.48529752257468,67.04637052401867
1.1,7,0.2875,ucp_gg1,0.9030115657112785,11.909811895220116,648,6494,99.78441638435478,19.937942578635244
1.1,7,0.2875,ucp_gg1_feedback,0.9195999078122785,11.676257065431297,541,6334,85.4120618882223,16.52787193763558
1.1,8,0.28735,ucp,0.6185245301921872,17.81867690774691,1988,8712,228.19100091827366,80.19852659624075
1.1,8,0.28735,ucp_gg1,0.9382673316700313,12.76731753959444,534,6470,82.53477588871715,12.97821074946745
1.1,8,0.28735,ucp_gg1_feedback,0.9382673316700313,12.76731753959444,534,6470,82.53477588871715,12.97821074946745
1.1,9,0.2875875,ucp,0.6534556048884622,17.284536015641788,1881,8570,219.48658109684948,72.11660005244656
1.1,9,0.2875875,ucp_gg1,0.9567009369538407,12.889025930099418,572,6448,88.70967741935483,9.010623909645147
1.1,9,0.2875875,ucp_gg1_feedback,0.9567009369538407,12.889025930099418,572,6448,88.70967741935483,9.010623909645147
1.1,10,0.2865875,ucp,0.6324033887851402,17.411109250987145,2062,8612,239.43334881560614,74.35253008642708
1.1,10,0.2865875,ucp_gg1,0.9406645547433682,12.264639823086643,569,6726,84.59708593517692,12.001580928765975
1.1,10,0.2865875,ucp_gg1_feedback,0.9400421340441569,12.268698808643748,569,6718,84.69782673414707,12.127475869994015
1.1,11,0.2882625,ucp,0.62565314809569,17.591336326707044,1953,8584,227.51630941286115,77.22674641183121
1.1,11,0.2882625,ucp_gg1,0.8892896540753125,13.337287545599306,796,6766,117.6470588235294,22.839245919657003
1.1,11,0.2882625,ucp_gg1_feedback,0.9199056188061934,12.852967837012116,651,6598,98.66626250378903,16.5232549278864
1.3,0,0.3326,ucp,0.1587577873215813,32.23962979371207,3153,10358,304.4023942846109,205.51815962431937
1.3,0,0.3326,ucp_gg1,0.7476804168482561,20.129064791621282,1428,7598,187.94419584101078,61.64248011451713
1.3,0,0.3326,ucp_gg1_feedback,0.8230908569057225,19.465093777069725,1233,7448,165.54779806659505,43.21946873504058
1.3,1,0.3350875,ucp,0.1371473248465231,33.04089917776389,3093,10130,305.33070088845017,206.86620788869823
1.3,1,0.3350875,ucp_gg1,0.8729825758418956,16.383192221843636,979,7060,138.6685552407932,30.45202689636872
1.3,1,0.3350875,ucp_gg1_feedback,0.7983976892177558,19.887802467642494,1150,7110,161.74402250351616,48.33351826336241
1.3,2,0.334875,ucp,0.30509592194000407,28.38588821842169,2962,10198,290.44910766817026,168.78680294850642
1.3,2,0.334875,ucp_gg1,0.9006742043218302,17.442981988982314,973,6854,141.96089874525825,24.125464264993752
1.3,2,0.334875,ucp_gg1_feedback,0.8914887606543265,16.844472554105486,918,6772,135.55818074424099,26.356537184625836
1.3,3,0.33348750000000005,ucp,0.22219510885238966,30.588989245362814,3103,10152,305.6540583136328,191.06727736162685
1.3,3,0.33348750000000005,ucp_gg1,0.8820447525818197,17.781968510134643,1027,6782,151.4302565614863,28.975631589891435
1.3,3,0.33348750000000005,ucp_gg1_feedback,0.8820447525818197,17.781968510134643,1027,6782,151.4302565614863,28.975631589891435
1.3,4,0.331575,ucp,0.22469137018039148,30.654716337278522,3052,10130,301.28331688055283,190.65998014669674
1.3,4,0.331575,ucp_gg1,0.7969445517512682,19.210779667184042,1184,6782,174.5797699793571,49.9343696726161
1.3,4,0.331575,ucp_gg1_feedback,0.8066969627023032,19.278631821168688,1184,6776,174.73435655253837,47.53610605630712
1.3,5,0.33237500000000003,ucp,0.5091222035446177,23.506692218387393,2453,9892,247.97816417306916,120.068895348231
